"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_Emissive_Constant.M_Emissive_Constant","21","2","2","1","1.566362","0","2"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_Graph_Inputs.M_Graph_Inputs","21","12","12","1","2.860600","0","12"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","21","60","60","1","15.955952","0","60"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_TestFlipbookAnimation.M_TestFlipbookAnimation","21","12","12","1","2.029150","0","12"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","21","4","4","1","0.000000","0","4"
"/ControlRig/M_Manip.M_Manip","21","4","4","1","1.606322","0","4"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","21","24","24","2","12.165965","0","24"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","21","2","2","1","2.577827","0","2"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","21","2","2","1","2.186363","0","2"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","21","36","36","1","4.147832","0","36"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","6","6","1","0.000000","0","6"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","21","4","4","1","8.110093","0","4"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","32","32","1","0.000000","0","32"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","21","132","132","1","39.444027","0","132"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","478","478","1","63.795895","0","478"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","18","18","1","1.598692","0","18"
"/Engine/VREditor/Devices/Vive/M_ViveControllerTrim.M_ViveControllerTrim","21","10","10","2","3.842654","0","10"
"/Engine/VREditor/Devices/Generic/GenericHMDMaterial.GenericHMDMaterial","21","12","12","1","1.587680","0","12"
"/Engine/ArtTools/RenderToTexture/Materials/M_RadiusDebugTranslucent.M_RadiusDebugTransLucent","21","2","2","1","1.507792","0","2"
"/Engine/ArtTools/RenderToTexture/Materials/M_BackgroundCard_01.M_BackgroundCard_01","21","2","2","1","1.689214","0","2"
"/Engine/EditorResources/FieldNodes/_Resources/M_FieldVolumePreview.M_FieldVolumePreview","21","18","18","2","3.299943","0","18"
"/Engine/Tutorial/Landscape/TutorialAssets/Landscape_Material.Landscape_Material","21","24","24","1","3.084556","0","24"
"/Engine/EngineVolumetrics/FalloffSphere/Materials/M_EV_FalloffSphere_Master_01.M_EV_FalloffSphere_Master_01","21","2","2","1","1.590355","0","2"
"/Engine/EngineVolumetrics/FogEnvironment/Materials/M_EV_FogEnvironment_Master_01.M_EV_FogEnvironment_Master_01","21","2","2","1","1.541655","0","2"
"/Engine/Tutorial/SubEditors/TutorialAssets/TutorialMaterial.TutorialMaterial","21","12","12","1","0.000000","0","12"
"/Engine/MapTemplates/Sky/M_BlackBackground.M_BlackBackground","21","2","2","1","1.563764","0","2"
"/Engine/MapTemplates/Materials/BasicAsset01.BasicAsset01","21","36","36","1","6.120776","0","36"
"/Engine/MapTemplates/Materials/BasicAsset02.BasicAsset02","21","24","24","1","4.538485","0","24"
"/Engine/MapTemplates/Materials/BasicAsset03.BasicAsset03","21","24","24","1","4.607967","0","24"
"/Engine/MapTemplates/Materials/BasicTemplateMaterial.BasicTemplateMaterial","21","24","24","1","4.460861","0","24"
"/Engine/VREditor/FloatingText/LineMaterial.LineMaterial","21","2","2","1","1.468658","0","2"
"/Engine/VREditor/Teleport/TeleportDirectionMaterial.TeleportDirectionMaterial","21","24","24","1","4.448083","0","24"
"/Engine/VREditor/UI/ArrowMaterial.ArrowMaterial","21","6","6","1","1.575020","0","6"
"/Engine/VREditor/UI/KeyDiskMaterial.KeyDiskMaterial","21","2","2","1","1.572699","0","2"
"/Engine/VREditor/UI/KeyMaterial.KeyMaterial","21","2","2","1","0.000000","0","2"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","21","36","36","1","6.478995","0","36"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","21","24","24","1","4.872325","0","24"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","21","24","24","1","5.191818","0","24"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","21","36","36","1","6.368572","0","36"
"/Engine/EditorMeshes/ColorCalibrator/M_SkinBall.M_SkinBall","21","24","24","1","4.943123","0","24"
"/Engine/EditorMaterials/GeometryCollection/InMaterial.InMaterial","21","6","6","1","1.655568","0","6"
"/Engine/EditorMaterials/Cascade/CASC_BackgroundCube_MAT.CASC_BackgroundCube_MAT","21","2","2","1","0.000000","0","2"
"/Engine/MaterialTemplates/Gradients/Gradient_Star.Gradient_Star","21","12","12","1","1.644853","0","12"
"/Engine/EngineMaterials/PPVolumeMaterial.PPVolumeMaterial","21","2","2","1","1.583631","0","2"
"/Engine/EngineMaterials/VolumeTextureThumbnailMaterial.VolumeTextureThumbnailMaterial","21","2","2","1","1.571473","0","2"
"/Engine/EngineMaterials/WaterMaterial.DefaultWaterMaterial","21","12","12","1","1.550919","0","12"
"/Engine/EngineMaterials/EditorBrushMaterial.EditorBrushMaterial","21","2","2","1","1.497230","0","2"
"/Engine/EngineMaterials/FogVolumeMaterial.FogVolumeMaterial","21","2","2","1","1.794159","0","2"
"/Engine/EngineDebugMaterials/TerrainCollisionMaterial.TerrainCollisionMaterial","21","92","0","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/VertexColorViewMode_AlphaAsColor.VertexColorViewMode_AlphaAsColor","21","10","0","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/VertexColorViewMode_BlueOnly.VertexColorViewMode_BlueOnly","21","10","0","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/VertexColorViewMode_ColorOnly.VertexColorViewMode_ColorOnly","21","12","0","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/VertexColorViewMode_GreenOnly.VertexColorViewMode_GreenOnly","21","10","0","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/VertexColorViewMode_RedOnly.VertexColorViewMode_RedOnly","21","10","0","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/WireframeMaterial.WireframeMaterial","21","184","0","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/ShadedLevelColorationUnlitMateri.ShadedLevelColorationUnlitMateri","21","162","0","1","0.000000","0","0"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","21","36","36","1","6.074819","0","36"
"/Engine/EngineDebugMaterials/ClothMaterial_WF.ClothMaterial_WF","21","4","4","1","3.861351","0","4"
"/Engine/EngineDebugMaterials/DebugMeshMaterialFakeLight.DebugMeshMaterialFakeLight","21","14","14","1","3.708886","0","14"
"/Engine/EngineDebugMaterials/GeomMaterial.GeomMaterial","21","2","2","1","0.000000","0","2"
"/Engine/EngineDebugMaterials/LevelColorationUnlitMaterial.LevelColorationUnlitMaterial","21","162","0","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleOpaque.M_SimpleOpaque","21","12","12","1","0.000000","0","12"
"/Engine/EngineDebugMaterials/M_SimpleTranslucent.M_SimpleTranslucent","21","6","6","1","1.648324","0","6"
"/Engine/EditorMaterials/PhAT_BoneSelectedMaterial.PhAT_BoneSelectedMaterial","21","2","2","1","1.825110","0","2"
"/Engine/EditorMaterials/PhAT_ElemSelectedMaterial.PhAT_ElemSelectedMaterial","21","2","2","1","0.000000","0","2"
"/Engine/EditorMaterials/ThumbnailSolid.ThumbnailSolid","21","4","4","1","1.050948","0","4"
"/Engine/EditorLandscapeResources/Landscape_Heightmap_To_RenderTarget2D.Landscape_Heightmap_To_RenderTarget2D","21","2","2","1","1.593571","0","2"
"/Engine/EditorLandscapeResources/MirrorPlaneMaterial.MirrorPlaneMaterial","21","2","2","1","1.493348","0","2"
"/Engine/BufferVisualization/Specular.Specular","21","2","2","1","0.000000","0","2"
"/Engine/BufferVisualization/SubsurfaceColor.SubsurfaceColor","21","2","2","1","0.000000","0","2"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","21","2","2","1","1.576904","0","2"
"/Engine/BufferVisualization/WorldNormal.WorldNormal","21","2","2","1","0.000000","0","2"
"/Engine/EditorMaterials/HelpFlatColour.HelpFlatColour","21","12","12","1","1.518700","0","12"
"/Engine/BufferVisualization/WorldTangent.WorldTangent","21","2","2","1","0.000000","0","2"
"/Engine/BufferVisualization/SeparateTranslucencyA.SeparateTranslucencyA","21","2","2","1","0.000000","0","2"
"/Engine/BufferVisualization/SeparateTranslucencyRGB.SeparateTranslucencyRGB","21","2","2","1","0.000000","0","2"
"/Engine/EditorMaterials/Frac_ElementMaterial.Frac_ElementMaterial","21","2","2","1","1.478719","0","2"
"/Engine/EditorMaterials/WidgetMaterial_Z.WidgetMaterial_Z","21","4","4","1","3.564989","0","4"
"/Engine/EditorMaterials/WidgetVertexColorMaterial.WidgetVertexColorMaterial","21","2","2","1","0.000000","0","2"
"/Engine/EditorMaterials/WidgetMaterial_Current.WidgetMaterial_Current","21","4","4","1","3.620581","0","4"
"/Engine/EditorMaterials/WidgetMaterial_X.WidgetMaterial_X","21","4","4","1","3.686922","0","4"
"/Engine/EditorMaterials/WidgetMaterial_Y.WidgetMaterial_Y","21","4","4","1","3.619896","0","4"
"/Engine/EditorMaterials/TransformGizmoMaterial.TransformGizmoMaterial","21","2","2","1","1.636385","0","2"
"/Engine/EditorMaterials/WidgetMaterial.WidgetMaterial","21","4","4","1","3.657420","0","4"
"/Engine/BufferVisualization/Opacity.Opacity","21","2","2","1","0.000000","0","2"
"/Engine/BufferVisualization/PostTonemapHDRColor.PostTonemapHDRColor","21","2","2","1","0.000000","0","2"
"/Engine/BufferVisualization/PreTonemapHDRColor.PreTonemapHDRColor","21","2","2","1","0.000000","0","2"
"/Engine/BufferVisualization/Roughness.Roughness","21","2","2","1","0.000000","0","2"
"/Engine/BufferVisualization/SceneColor.SceneColor","21","2","2","1","0.000000","0","2"
"/Engine/BufferVisualization/SceneDepth.SceneDepth","21","2","2","1","0.000000","0","2"
"/Engine/BufferVisualization/FinalImage.FinalImage","21","2","2","1","0.000000","0","2"
"/Engine/BufferVisualization/LightingModel.LightingModel","21","2","2","1","0.000000","0","2"
"/Engine/BufferVisualization/MaterialAO.MaterialAO","21","2","2","1","0.000000","0","2"
"/Engine/BufferVisualization/Metallic.Metallic","21","2","2","1","0.000000","0","2"
"/Engine/EngineDebugMaterials/BlackUnlitMaterial.BlackUnlitMaterial","21","4","4","1","1.466501","0","4"
"/Engine/EngineMeshes/BackgroundMaterial.BackgroundMaterial","21","24","24","1","4.562980","0","24"
"/Engine/EngineDebugMaterials/ClothMaterial.ClothMaterial","21","4","4","1","3.671622","0","4"
"/Engine/BufferVisualization/AmbientOcclusion.AmbientOcclusion","21","2","2","1","1.503593","0","2"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","21","2","2","1","1.550457","0","2"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","21","2","2","1","1.526929","0","2"
"/Niagara/DefaultAssets/M_Gnomon.M_Gnomon","21","6","6","1","5.699598","0","6"
"/Niagara/DefaultAssets/M_Gnomon_Alpha.M_Gnomon_Alpha","21","4","4","1","0.000000","0","4"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","21","20","20","1","0.000000","0","20"
"/Engine/BufferVisualization/BaseColor.BaseColor","21","2","2","1","0.000000","0","2"
"/Engine/BufferVisualization/CustomDepth.CustomDepth","21","2","2","1","0.000000","0","2"
"/Engine/EngineDebugMaterials/PhysicalMaterialMaskMaterial.PhysicalMaterialMaskMaterial","21","70","70","1","18.159405","0","70"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","21","24","24","1","0.000000","0","24"
"/Engine/EngineMaterials/NewBaseFlattenMaterial.NewBaseFlattenMaterial","21","36","36","1","0.000000","0","36"
"/Engine/EngineMaterials/BaseFlattenMaterial_VT.BaseFlattenMaterial_VT","21","24","24","1","0.000000","0","24"
"/Engine/EngineDebugMaterials/MAT_LevelColorationLitLightmapUV.MAT_LevelColorationLitLightmapUV","21","478","478","1","107.720734","0","478"
"/Engine/MaterialTemplates/Gradients/Gradient_Linear.Gradient_Linear","21","12","12","1","1.560744","0","12"
"/Engine/MaterialTemplates/Gradients/Gradient_Radial.Gradient_Radial","21","12","12","1","1.683231","0","12"
"/Engine/EditorMaterials/Utilities/LinearColorPicker_MAT.LinearColorPicker_MAT","21","12","12","1","1.540831","0","12"
"/Engine/VREditor/LaserPointer/M_LaserPointer-Core.M_LaserPointer-Core","21","4","4","1","3.172383","0","4"
"/Engine/VREditor/LaserPointer/M_LaserPointer-Outer.M_LaserPointer-Outer","21","4","4","1","3.489684","0","4"
"/Engine/EngineMaterials/DefaultDecalMaterial.DefaultDecalMaterial","21","6","6","1","4.581431","0","6"
"/Engine/EngineMaterials/EmissiveTexturedMaterial.EmissiveTexturedMaterial","21","4","4","1","3.182093","0","4"
"/Engine/EngineMaterials/ScreenMaterial.ScreenMaterial","21","2","2","1","1.611450","0","2"
"/Engine/MaterialTemplates/PerfTricks/M_ContrastUsingLerp.M_ContrastUsingLerp","21","12","12","1","0.000000","0","12"
"/Engine/EditorMaterials/Utilities/ImageReflectionPreview.ImageReflectionPreview","21","2","2","1","1.624710","0","2"
"/Engine/BufferVisualization/Velocity.Velocity","21","2","2","1","1.427459","0","2"
"/Engine/EngineMaterials/HighResScreenshotCaptureRegion.HighResScreenshotCaptureRegion","21","2","2","1","1.497885","0","2"
"/Engine/BufferVisualization/CustomDepthWorldUnits.CustomDepthWorldUnits","21","2","2","1","0.000000","0","2"
"/Engine/BufferVisualization/SceneDepthWorldUnits.SceneDepthWorldUnits","21","2","2","1","0.000000","0","2"
"/Engine/EditorMaterials/Cloth/CameraLitDoubleSided.CameraLitDoubleSided","21","12","12","1","11.435232","0","12"
"/Engine/EditorMaterials/Cloth/CameraLitVertexColor.CameraLitVertexColor","21","12","12","1","11.576074","0","12"
"/Engine/VREditor/LaserPointer/LaserPointerMaterial.LaserPointerMaterial","21","8","8","2","4.964658","0","8"
"/Engine/EngineDebugMaterials/TextureColorViewMode.TextureColorViewMode","21","8","8","1","6.864232","0","8"
"/Engine/EngineDebugMaterials/TexturePaintingMaskMaterial.TexturePaintingMaskMaterial","21","8","8","1","6.885432","0","8"
"/Engine/EngineMaterials/BlinkingCaret.BlinkingCaret","21","2","2","1","1.586859","0","2"
"/Engine/EditorMaterials/WorldGridPreviewMaterial.WorldGridPreviewMaterial","21","2","2","1","1.518718","0","2"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","21","2","2","1","1.703658","0","2"
"/Engine/VREditor/Devices/Vive/ViveControllerMaterial.ViveControllerMaterial","21","12","12","1","1.441003","0","12"
"/Engine/VREditor/Devices/Oculus/OculusControllerMaterial.OculusControllerMaterial","21","12","12","1","1.507902","0","12"
"/Engine/Functions/Engine_MaterialFunctions02/ExampleContent/MacroUVs/MacroUVs.MacroUVs","21","12","12","1","1.584005","0","12"
"/Engine/EngineMaterials/DefaultTextMaterialTranslucent.DefaultTextMaterialTranslucent","21","6","6","1","0.000000","0","6"
"/Engine/EngineMaterials/UnlitText.UnlitText","21","8","8","1","3.604398","0","8"
"/Engine/EditorResources/FieldNodes/_Resources/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","18","18","1","3.946582","0","18"
"/Engine/ArtTools/RenderToTexture/Materials/M_UnlitText_01.M_UnlitText_01","21","8","8","1","0.000000","0","8"
"/Engine/EditorLandscapeResources/DebugLayerColorMat.DebugLayerColorMat","21","24","24","1","4.465300","0","24"
"/Engine/EditorMaterials/GridMaterial.GridMaterial","21","12","12","1","1.637183","0","12"
"/Engine/EditorLandscapeResources/LandscapeLightingMaterial.LandscapeLightingMaterial","21","24","24","1","4.642557","0","24"
"/Engine/EngineDebugMaterials/LevelColorationLitMaterial.LevelColorationLitMaterial","21","478","478","1","105.761940","0","478"
"/Engine/EngineDebugMaterials/ShadedLevelColorationLitMaterial.ShadedLevelColorationLitMaterial","21","478","478","1","109.106659","0","478"
"/Engine/EngineDebugMaterials/VertexColorMaterial.VertexColorMaterial","21","70","70","1","17.867018","0","70"
"/Engine/EditorLandscapeResources/FlattenHeightMat.FlattenHeightMat","21","2","2","1","1.720561","0","2"
"/Engine/Functions/Engine_MaterialFunctions02/ExampleContent/ReorientedNormalsDemo.ReorientedNormalsDemo","21","18","18","1","3.677161","0","18"
"/Engine/Functions/Engine_MaterialFunctions02/ExampleContent/TestMatrixTransform.TestMatrixTransform","21","12","12","1","1.627132","0","12"
"/Engine/VREditor/UI/Widget3DCameraPassThrough_Opaque_OneSided.Widget3DCameraPassThrough_Opaque_OneSided","21","2","2","1","1.560728","0","2"
"/Engine/VREditor/UI/WidgetVRPassThrough.WidgetVRPassThrough","21","4","4","2","3.251200","0","4"
"/Engine/EditorLandscapeResources/AlphaBrushMaterial.AlphaBrushMaterial","21","2","2","1","1.681169","0","2"
"/Engine/EditorLandscapeResources/MaskBrushMaterial.MaskBrushMaterial","21","4","4","2","3.324184","1","4"
"/Engine/VREditor/WorldMovementGrid/GridPostProcess.GridPostProcess","21","2","2","1","1.454180","0","2"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","21","6","6","1","0.000000","0","6"
"/Engine/EngineVolumetrics/LightBeam/Materials/M_EV_Lightbeam_Master_01.M_EV_Lightbeam_Master_01","21","2","2","1","1.779970","0","2"
"/Engine/EngineVolumetrics/LightBeam/Materials/M_EV_Lightbeam_Master_1sided_01.M_EV_Lightbeam_Master_1sided_01","21","2","2","1","1.601666","0","2"
"/Engine/Tutorial/SubEditors/TutorialAssets/M_smoke_subUV_blackbody.M_smoke_subUV_blackbody","21","6","6","1","5.531061","0","6"
"/Engine/EngineVolumetrics/Fogsheet/Materials/M_EV_FogSheet_1sided_Master_01.M_EV_FogSheet_1sided_Master_01","21","2","2","1","1.735502","0","2"
"/Engine/EngineVolumetrics/Fogsheet/Materials/M_EV_FogSheet_1sided_Master_01_N.M_EV_FogSheet_1sided_Master_01_N","21","2","2","1","0.000000","0","2"
"/Engine/EngineVolumetrics/Fogsheet/Materials/M_EV_FogSheet_1sided_Master_Addi.M_EV_FogSheet_1sided_Master_Addi","21","2","2","1","0.000000","0","2"
"/Engine/EngineVolumetrics/Fogsheet/Materials/M_EV_FogSheet_1sided_Master_Ad_2.M_EV_FogSheet_1sided_Master_Ad_2","21","2","2","1","1.612068","0","2"
"/Engine/EngineVolumetrics/Fogsheet/Materials/M_EV_FogSheet_2sided_Master_Addi.M_EV_FogSheet_2sided_Master_Addi","21","2","2","1","0.000000","0","2"
"/Engine/EngineVolumetrics/Fogsheet/Materials/M_EV_FogSheet_Master_01.M_EV_FogSheet_Master_01","21","6","6","1","5.180374","3","6"
"/Engine/EditorMaterials/PersonaSky.PersonaSky","21","24","24","1","5.085795","0","24"
"/Engine/MapTemplates/Sky/DaylightAmbientCubemap_Mat.DaylightAmbientCubemap_Mat","21","24","24","1","5.265011","0","24"
"/Engine/MapTemplates/Sky/M_Procedural_Sky_MASTER_UE4.M_Procedural_Sky_MASTER_UE4","21","2","2","1","1.483375","0","2"
"/Engine/MapTemplates/Sky/Desert_Outer_HDR_Mat.Desert_Outer_HDR_Mat","21","12","12","1","1.583766","0","12"
"/Engine/EditorMaterials/AssetViewer/M_SkyBox.M_SkyBox","21","2","2","1","1.648410","0","2"
"/Engine/EditorMaterials/MatineeGroups/MAT_Groups_Right_On_Mat.MAT_Groups_Right_On_Mat","21","18","18","1","3.865121","0","18"
"/Engine/EditorMaterials/MatineeGroups/MAT_Groups_Slomo_Mat.MAT_Groups_Slomo_Mat","21","18","18","1","0.000000","0","18"
"/Engine/EditorMaterials/MatineeGroups/MAT_Groups_Sound_Mat.MAT_Groups_Sound_Mat","21","18","18","1","0.000000","0","18"
"/Engine/EditorMaterials/MatineeGroups/MAT_Groups_Vector_Mat.MAT_Groups_Vector_Mat","21","18","18","1","0.000000","0","18"
"/Engine/EditorMaterials/MatineeGroups/MAT_Groups_View_Off_Mat.MAT_Groups_View_Off_Mat","21","18","18","1","0.000000","0","18"
"/Engine/EditorMaterials/MatineeGroups/MAT_Groups_View_On_Mat.MAT_Groups_View_On_Mat","21","18","18","1","0.000000","0","18"
"/Engine/BufferVisualization/Anisotropy.Anisotropy","21","2","2","1","0.000000","0","2"
"/Engine/Functions/Engine_MaterialFunctions02/ExampleContent/testDynamicbranch.testDynamicbranch","21","12","12","1","1.576259","0","12"
"/Engine/ArtTools/RenderToTexture/Materials/M_TilingPreviewMat_01.M_TilingPreviewMat_01","21","2","2","1","1.563228","0","2"
"/Engine/VREditor/Devices/STEM/STEMControllerMat.STEMControllerMat","21","12","12","1","1.634451","0","12"
"/Engine/VREditor/Devices/Vive/VivePreControllerMaterial.VivePreControllerMaterial","21","12","12","1","1.526520","0","12"
"/Engine/VREditor/Devices/M_EngineLogo.M_EngineLogo","21","6","6","1","1.484013","0","6"
"/Engine/VREditor/UI/M_ContentWindow.M_ContentWindow","21","16","16","1","3.903993","0","16"
"/Engine/Functions/Engine_MaterialFunctions02/ExampleContent/HueShift_Mat.HueShift_Mat","21","12","12","1","1.596013","0","12"
